date,close,volume,open,high,low
04/24/2023,$94.60,"6,118,275",$94.80,$95.32,$93.05
04/21/2023,$94.662,"5,460,415",$94.038,$94.832,$93.022
04/20/2023,$93.538,"5,193,525",$94.664,$94.756,$93.08
04/19/2023,$95.118,"5,092,855",$95.00,$95.67,$94.634
04/18/2023,$95.198,"5,905,830",$95.626,$95.626,$94.002
04/17/2023,$94.11,"5,354,655",$93.002,$94.338,$92.714
04/14/2023,$92.606,"15,376,080",$93.356,$93.964,$90.9374
04/13/2023,$96.70,"8,000,975",$95.064,$97.116,$94.59
04/12/2023,$94.286,"8,112,475",$94.918,$96.166,$93.895
04/11/2023,$93.964,"4,889,515",$93.202,$94.778,$92.866
04/10/2023,$94.528,"6,213,800",$93.23,$94.606,$91.275
04/06/2023,$94.626,"8,457,730",$92.79,$94.73,$91.492
04/05/2023,$93.466,"6,729,055",$95.15,$95.20,$92.058
04/04/2023,$95.21,"11,236,150",$95.088,$96.466,$94.476
04/03/2023,$92.898,"6,792,805",$92.306,$93.178,$91.482
03/31/2023,$92.944,"12,270,025",$88.62,$93.081,$88.324
03/30/2023,$87.926,"5,393,985",$88.708,$88.768,$87.616
03/29/2023,$87.688,"6,522,680",$86.71,$87.798,$86.258
03/28/2023,$85.816,"5,445,585",$85.804,$86.382,$85.402
03/27/2023,$86.262,"4,676,275",$86.70,$87.548,$86.026
03/24/2023,$86.58,"4,614,340",$87.766,$87.844,$85.422
03/23/2023,$88.094,"5,827,255",$88.094,$90.3947,$87.533
03/22/2023,$86.702,"4,657,750",$89.436,$89.752,$86.694
03/21/2023,$89.092,"6,410,255",$87.22,$89.574,$87.22
03/20/2023,$87.03,"6,895,595",$87.608,$87.898,$85.17
03/17/2023,$88.20,"14,587,470",$88.73,$88.732,$86.92
03/16/2023,$88.478,"10,375,535",$84.568,$88.58,$84.30
03/15/2023,$84.452,"5,934,070",$83.744,$84.534,$82.96
03/14/2023,$84.908,"5,682,115",$84.56,$85.196,$83.386
03/13/2023,$82.986,"8,423,625",$82.59,$85.186,$81.0744
03/10/2023,$83.016,"9,420,990",$85.60,$85.846,$81.862
03/09/2023,$85.70,"7,346,750",$88.846,$90.16,$85.6182
03/08/2023,$89.394,"4,088,960",$88.866,$90.104,$88.30
03/07/2023,$88.962,"6,075,980",$89.12,$90.908,$88.752
03/06/2023,$89.204,"5,470,515",$89.10,$90.978,$88.874
03/03/2023,$88.796,"4,957,640",$87.964,$89.0765,$87.826
03/02/2023,$87.208,"5,783,640",$85.742,$87.284,$85.116
03/01/2023,$85.788,"4,587,305",$86.388,$87.084,$85.208
02/28/2023,$86.434,"7,344,150",$85.132,$86.844,$85.132
02/27/2023,$85.714,"7,410,260",$86.248,$87.528,$85.532
02/24/2023,$85.118,"5,430,030",$86.464,$86.916,$84.752
02/23/2023,$88.342,"4,733,885",$88.082,$88.556,$86.756
02/22/2023,$87.968,"6,186,675",$87.53,$89.414,$87.058
02/21/2023,$86.372,"5,493,610",$86.364,$87.42,$85.71
02/17/2023,$87.802,"9,820,400",$90.00,$90.594,$86.878
02/16/2023,$90.738,"5,752,365",$90.00,$92.198,$89.8517
02/15/2023,$92.782,"5,282,380",$91.796,$92.90,$91.304
02/14/2023,$92.27,"4,889,285",$91.328,$93.896,$91.12
02/13/2023,$92.208,"5,891,770",$91.856,$92.76,$90.404
02/10/2023,$91.672,"8,278,360",$91.722,$92.198,$90.874
02/09/2023,$92.66,"7,614,255",$94.05,$94.886,$92.212
02/08/2023,$92.796,"7,829,710",$92.918,$94.444,$92.194
02/07/2023,$92.652,"6,713,110",$90.966,$93.248,$90.102
02/06/2023,$91.044,"12,298,620",$91.102,$93.034,$90.55
02/03/2023,$94.444,"8,575,895",$95.626,$96.94,$93.78
02/02/2023,$98.254,"11,498,675",$96.96,$98.924,$95.892
02/01/2023,$94.762,"11,307,450",$91.238,$95.502,$90.652
01/31/2023,$91.026,"10,180,835",$88.904,$91.078,$88.462
01/30/2023,$88.514,"11,595,870",$90.398,$90.6362,$88.024
01/27/2023,$91.772,"11,756,695",$91.496,$93.426,$90.33
01/26/2023,$92.614,"31,754,690",$92.372,$95.546,$88.932
01/25/2023,$89.754,"17,240,400",$85.748,$89.858,$85.456
01/24/2023,$88.682,"7,076,995",$89.20,$89.20,$87.40
01/23/2023,$88.488,"9,031,380",$88.20,$90.1553,$87.355
01/20/2023,$88.366,"7,613,390",$85.84,$88.648,$85.716
01/19/2023,$85.686,"13,394,475",$83.204,$86.8532,$83.06
01/18/2023,$83.24,"8,633,290",$84.158,$86.30,$82.928
01/17/2023,$83.648,"6,743,650",$83.00,$83.884,$81.59
01/13/2023,$82.978,"5,590,965",$81.734,$83.47,$81.6111
01/12/2023,$82.652,"11,570,055",$81.966,$84.168,$79.169
01/11/2023,$78.756,"6,292,020",$76.964,$78.784,$76.642
01/10/2023,$76.168,"5,322,775",$74.874,$76.754,$74.874
01/09/2023,$75.712,"10,439,070",$74.776,$78.598,$74.638
01/06/2023,$73.306,"13,383,640",$74.318,$74.318,$70.724
01/05/2023,$73.264,"8,950,220",$77.69,$77.94,$73.05
01/04/2023,$78.77,"7,025,085",$78.19,$79.412,$76.948
01/03/2023,$77.10,"5,440,380",$79.016,$79.73,$76.13
12/30/2022,$77.654,"3,496,700",$76.76,$77.933,$76.458
12/29/2022,$77.97,"4,602,395",$76.19,$78.424,$75.802
12/28/2022,$75.21,"3,860,850",$76.086,$77.124,$74.548
12/27/2022,$76.128,"4,145,440",$76.03,$76.766,$74.822
12/23/2022,$76.372,"4,283,705",$75.00,$76.38,$74.294
12/22/2022,$75.988,"6,415,310",$76.794,$77.354,$74.73
12/21/2022,$78.382,"4,816,270",$77.426,$79.072,$76.23
12/20/2022,$77.294,"4,773,895",$75.30,$77.674,$75.164
12/19/2022,$76.46,"6,983,770",$78.86,$79.598,$76.202
12/16/2022,$78.874,"9,363,500",$79.966,$80.872,$78.428
12/15/2022,$80.128,"5,811,910",$81.65,$82.774,$79.942
12/14/2022,$83.678,"7,478,535",$83.302,$85.846,$82.31
12/13/2022,$83.234,"9,725,515",$84.886,$86.434,$82.02
12/12/2022,$80.328,"7,379,395",$79.112,$81.412,$78.942
12/09/2022,$78.716,"4,192,575",$78.814,$80.654,$78.61
12/08/2022,$79.246,"5,161,935",$78.418,$79.608,$77.0439
12/07/2022,$77.704,"5,061,385",$77.854,$79.16,$77.009
12/06/2022,$77.83,"7,368,055",$78.448,$78.964,$76.312
12/05/2022,$78.452,"8,583,775",$81.20,$81.974,$77.034
12/02/2022,$82.574,"6,224,625",$83.446,$84.32,$81.946
12/01/2022,$85.12,"8,899,910",$83.232,$86.284,$82.944
11/30/2022,$83.26,"10,441,150",$78.822,$83.454,$78.602
11/29/2022,$79.37,"5,098,145",$80.174,$80.434,$78.936
11/28/2022,$80.386,"5,232,675",$80.788,$81.244,$79.495
11/25/2022,$81.442,"2,007,050",$81.336,$81.922,$80.796
11/23/2022,$81.874,"5,205,235",$79.968,$82.12,$79.35
